topic_id,title,url,author,replies,last_post,section,section_code
841753627754292655,what do i do once i've unlocked everything and done everything :(,https://steamcommunity.com/app/1794680/discussions/0/841753627754292655/,h311 k1113r,4,5 月 12 日 上午 6:10,公告,announcements
3765608282428488855,When can we expect controller support to work on Mac OS?,https://steamcommunity.com/app/1794680/discussions/0/3765608282428488855/,eisenfuchs,3,5 月 12 日 上午 5:30,公告,announcements
841753627754423036,"View Gold past 9,999,999?",https://steamcommunity.com/app/1794680/discussions/0/841753627754423036/,Sasha the Slayer,2,5 月 11 日 上午 10:59,公告,announcements
841753627754288723,Finding Pugnala,https://steamcommunity.com/app/1794680/discussions/0/841753627754288723/,rohancid,4,5 月 11 日 上午 6:11,公告,announcements
4512128114436423345,Ultrawide support,https://steamcommunity.com/app/1794680/discussions/0/4512128114436423345/,Scooby4ever,10,5 月 10 日 下午 6:56,公告,announcements
841753627754298560,Remote play not working,https://steamcommunity.com/app/1794680/discussions/0/841753627754298560/,GoddessFreya,2,5 月 10 日 下午 1:55,公告,announcements
841753627754437480,"When the game's critical hits exceed 10,000, the game will crash.   ﻿",https://steamcommunity.com/app/1794680/discussions/0/841753627754437480/,奉天降杀,1,5 月 10 日 上午 9:58,公告,announcements
841753627754414879,Party mode cpu need some improvements,https://steamcommunity.com/app/1794680/discussions/0/841753627754414879/,Anomaly,0,5 月 10 日 上午 3:00,公告,announcements
841753396007483178,Есть желающие поиграть вместе?,https://steamcommunity.com/app/1794680/discussions/0/841753396007483178/,КЕНТЮХА**,1,5 月 8 日 下午 10:23,公告,announcements
841753396007562445,I emailed the development team about the damage calculation for Shanoa and Comfortere.,https://steamcommunity.com/app/1794680/discussions/0/841753396007562445/,npo,1,5 月 8 日 上午 8:50,公告,announcements
